15	rep	@RealTimers @hbomax .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/nzLhPevt6y
16	rep	@RealTimers @billmaher @BrookeJenkinsSF @JohnAvlon @KatrinaNation @HBO .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/EzoHcCTWpa
17	rep	@HBOMaxHelp @RealTimers .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/Kaib7AQGU6
18	rep	@HBOMaxHelp @RealTimers .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/L0JG7l9bqg
19	rep	@RealTimers @billmaher @JohnAvlon @BrookeJenkinsSF @KatrinaNation .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/jyCMy6zj7I
20	rep	@billmaher @RealTimers .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/o7HTanAg01
21	0	Here is why the story of the #chainedwoman overshadowed #EileenGu in China during the Olympics https://t.co/vklcb2TqHD #BeijingWinterOlympics https://t.co/Kd8votK2H9
22	-1	@realDailyWire #EileenGuTraitor #EileenGu should live in china
23	rep	@RealTimers @billmaher @BrookeJenkinsSF @JohnAvlon @KatrinaNation @HBO .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/LTXrQZ8tZ1
24	rep	@RealTimers @billmaher @BrookeJenkinsSF @JohnAvlon @KatrinaNation @HBO .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/fqD5aVRE58
25	0	#EileenGu can only hope that all these young Chinese girls she says she is inspiring will have the same rights and privileges that she has had growing up in the USA.
26	rep	@billmaher .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/C8is1l3D2d
27	rep	.@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai
28	0	“Is that cool now, to choose to represent a totalitarian police state over America?” Maher asked. Bill Maher leveled criticism against #EileenGu, a Bay Area-born freestyle skier who chose to represent #China over the US in the #BeijingWinterOlympics. https://t.co/1Ii0Nr9XPQ
29	-1	People like #EileenGu, who have lived their lives under #America’s blessings of #Liberty, then denounce American #citizenship, should never be allowed to return. She made her decision and must live with the #consequences.
30	1	In #CCP China, using VPN to browse information uncensored by #CCP can cost one up to death penalty [shown below by an ad. from #CCP info. bureau]. Yet, #EileenGu has ENCOURAGED every Chinese previously to use VPN like HER. Maybe she loves Chinese to know the truth! Respect 🐧.~ https://t.co/KUJUg911MF
31	-1	#EileenGu is a traitor. https://t.co/61Ixgt2fv5
32	1	Wonderful moments of the #Beijing2022WinterOlympics🥰 #EileenGu of team China makes a face while waiting to see her score in the women’s freeski slopestyle final run, Zhangjiakou, Feb. 15, 2022. She won a silver medal at the event. Marco Bertorello/AFP via VCG https://t.co/xFQ0Hj30b2
33	1	Really enjoyed this Winter Olympics, from opening to closing… All the athletes are truly inspiring. #MaxParrot #EileenGu Let’s no forget, Olympic is about SOLIDARITY and PEACE. #WinterOlympics2022 #peace #solidarity #Olympics #Beijing2022WinterOlympics https://t.co/3VIp010RuJ
34	-1	Wrapping up #Beijing2022: What did the terrible Western #media reports teach us? | Reports on #China https://t.co/p9ZZGjjfUv @YouTube @AndyBxxx #Beijing2022WinterOlympics #BeijingWinterOlympics #BeijingOlympics #PengShuai #EileenGu #USA #MSM #racism #sinophobia #xenophobia
35	1	The first athlete to win 3 golds in a Winter Olympics, ever. Born and trained in US, represents China. A skiier - and “tight rope walker”. Phenomenal brand value in the world’s 2 largest economies. Fascinating story unfolding #EileenGu https://t.co/iGBBEf5CC7
36	-1	@shuidashui @NikkiHaley @NikkiHaley are u blame EileenGu??? U just witch!!!!!
37	-1	@BenBradleyTV ...now multiply that shock and add 10x the fear for your life (&amp; fear for your loved ones) as a POC. America needs to do some heavy work on this, ASAP. #EileenGu @nytimes @MedillSchool @Medill_Doc @aaja @StopAAPIHate @NAACP #TEAACHAct
38	-1	@billmaher look at the list of @USMNT who played for the US but were not American. This is soccer only, don't even start on athletics. Leave #EileenGu out of your fake outrage and look to the human rights violations the US do, #JulianAssange being one, a fellow journalist. (1)
39	-1	@AdAstraForKS @billmaher @TomCruise @NBA I love #BillMaher ...he speaks the truth and has a lot more balls than #JohnCena. #EileenGu brags about her SAT score but doesn't seem to realize the Chinese don't have the same apps we have in the US...doesn't care about human rights abuses in China, Hong Kong and the Uyghurs. https://t.co/1aNnvvwKpo
40	0	Part three: Here is a list of 10 popular athletes in Beijing 2022 #WinterOlympics. #Beijing2022 #Milan #jessicatalks #EileenGu #YuzuruHanyu #WuDajing https://t.co/lqi7Agbtsl
41	-1	@AdAstraForKS @billmaher @TomCruise @NBA Pandas, Uyghers and #EileenGu being used by China to gaslight everyone and give the middle finger to the US. Her gold will mean nothing unless she uses her platform to call attention to the human rights abuses in China and Hong Kong. https://t.co/wBNCNpbW67
42	rep	@China24Official Pandas, Uyghers and #EileenGu being used by China to gaslight everyone and give the middle finger to the US. Her gold will mean nothing unless she uses her platform to call attention to the human rights abuses in China and Hong Kong. https://t.co/CmLamqEL6t
43	rep	@KALONGTUNG1 Pandas Uyghers and #EileenGu being used by China to gaslight everyone and give the middle finger to the US. Her gold will mean nothing unless she uses her platform to call attention to the human rights abuses in China and Hong Kong. https://t.co/DvaeFcrG2S
44	-1	@Toyota I was considering buying a toyota but not if you hire #EileenGu being used by China to give the middle finger to the US. Her gold will mean nothing unless she uses her platform to call attention to the human rights abuses in China and Hong Kong. https://t.co/eku54pfwMM
45	-1	@Toyota Was considering buying a Toyota, but not if you give a contract to #EileenGu. She needs to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. https://t.co/QGkMidaKIK
46	-1	@EileenGuCPCNo1 I love #BillMaher because unlike state run Chinese propaganda, he speaks the truth and has a lot more balls than #JohnCena. I hope #EileenGu calls attention to the human rights abuses in China, Hong Kong and the Uyghurs.
47	-1	@EileenGuCPCNo1 #Eileengu brags about her SAT score but doesn't realize China is parading around Uyghurs to light the olympic torch in an attempt to gaslight the world...everyone knows the Uygur's are being persecuted except for you...high on herself.
48	-1	@EileenGuCPCNo1 @nytimes Yes, the games were strained this year. #Eileengu brags about her SAT score but doesn't realize China is parading around Uyghurs to light the olympic torch in an attempt to gaslight the world...everyone knows the Uygur's are being persecuted except for you...high on yourself.
49	rep	@Mont_Jiang @EileenGuCPCNo1 I love #BillMaher because unlike state run Chinese propaganda, he speaks the truth and has a lot more balls than #JohnCena. I hope #EileenGu calls attention to the human rights abuses in China, Hong Kong and the Uyghurs.
50	1	#EileenGu im not ur fans but Congratz on you bc not give to US 2 🥇 🥇😂😂😂👍👍👍
51	1	#EileenGu . JiaYou Norway JiaYou!!! Support Norway 🇳🇴
52	0	A brief summary of controversies during the #Beijing2022WinterOlympics. #China #EileenGu #KamilaValieva #PengShuai https://t.co/QDETzF1WAO]
53	0	Hold Your Horses EP25 - “Roasting”the Winter Olympics. From the robot chefs, #BingDwenDwen to skiing sensation #EileenGu, Kevin leaves no stone unturned. Watch the episode and tell us, do you agree or is he full of it? #Beijing2022 #WinterOlympics Watch➡️https://t.co/Kt71C1Aiax https://t.co/Roghtm3x0A
54	1	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/3aLkr95LcJ
55	0	Eileen Gu captures second Olympic gold, as Canada takes silver bronze in freeski halfpipe https://t.co/6nhtxuf5A3 #canada #freeskihalfpipe #EileenGu #Olympicgold #BeijingGames #combination #superpipe #RachaelKarker #CassieSharpe @THECEOPUB
56	-1	#EileenGu what a naivety, she has no clue what #China is like and is a puppet in the hands of the #CCP. Will this last?
57	1	#EileenGu #beijing2022 In addition to being an Olympic champion, Eileen Gu also sings very well https://t.co/ewrLAMGK8V
58	-1	This is what #XiJinping's #ZeroCovid looks like in #HongKong: when Asia's World City is reduced to a #COVID19 backwater under #CCP 'rules' Anyone can download a BED, it's literally free on the App Store ..like #EileenGu, #China really isn't helping https://t.co/H6iPYHspcy
59	-1	A Chinese blogger thinks public discourse around #Olympian #EileenGu has been misleading because most people in #China don't have access to the same resources as the superstar skier. #Beijing2022 #Beijing2022WinterOlympics https://t.co/E9h41snpBs
60	1	@Olympics #EileenGu was amazing with 3 medals in single Olympic Games. My favorite at #WinterOlympics
61	1	The unforgettable &amp; precious moments of the #Beijing2022 # Olympics was frozen by the #camera，and become eternal. #北京 #冬奥 赛场的 #高光时刻 ，被 #相机 定格成永恒 #EileenGu #GuAiling #谷爱凌 #SuYiming #苏翊鸣 #LauraBarquero #HanyuYuzuru #羽生结弦 #voiceofthebund photo by XM https://t.co/Be0QtRm54e
62	0	It’s all about $. @eileengu Olympian has much bigger market value than any US athletes. No wonder US wants her. Asian hate crime is worsened every day. She made a wise decision. Just look at what happened to #suni Yi.
63	1	well, to be fair, one of my colleagues was an Olympic figure skater in her first career. when she aged out of that, she went into medicine and now she's a bomb surgeon. #EileenGu https://t.co/ZBSzy47NPu
64	1	Make way for the new breed Several young stars made a name for themselves at the #BeijingOlympics. #AFP Sport picks out five talents who look set to reign over future Winter Games. #GuAiling #EileenGu #SuYiming #NathanChen https://t.co/pvHWMlwHby
65	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/R5HhcTPjIn
66	0	#Trending #HiHenan This is the image of #EileenGu 's paper-cut created by Li Zhumei's paper-cut creation team in Sanmenxia, Henan. They are the licensed creative team of the #Olympic Games in #China. #Chineseculture https://t.co/MdlX3rt6Qh
67	-1	@LeefooMe @mikakellylee20 Anti-American Chinese Communist sellout! 🤮 Such a T R A I T O R!! #EileenGu #Traitor #TraitorGu #China #Communism
68	-1	#EileenGu I hope you stay in china FOR EVER, YOU ARE NOT WELCOME IN USA SHAME ON YOU AND CHINA #FuckEileenGu https://t.co/E0bsKsmhfH
69	0	Which one is the “real” China? #EileenGu or #chainedwoman ? #WinterOlympics or #HumanTrafficking ? https://t.co/29rALlY8ad
70	1	Today, I watched the replay of the closing ceremony of the Winter Olympics. I am so proud of my country. I love my motherland.🇨🇳🇨🇳 &amp; Eileen is so cute❤️ #Beijing2022WinterOlympics #EileenGu #Beijing2022 #ClosingCeremony #China https://t.co/RHiorCPJh6
71	-1	I'm disgusted by #EileenGu . I don't see HOW an American competes under a flag of the most oppressive industrial Nation for Women&amp; #LGBTQ People. I know her Mother is Chinese, but there's a reason Mom is an immigrant in 🇺🇸 &amp; not 🇨🇳 #ClosingCeremony #WinterOlympics #Beijing2022
72	-1	#EileenGu - You made your choice for your Country. We allowed you to. Dont come back here and claim to be American- You’re not. Nathan Chen is. Stay there!
73	-1	Hey #EileenGu go grab #naomiosaka and get the hell out of the US.
74	-1	Some #deranged American media giving a “Jerk Score”? What is this score even about? #EileenGu https://t.co/GsDFCQr8nU
75	1	Last week I watched Eileen Gu, a mm 18 yo Stanford student and model win 2 gold and 1 silver medal skiing in the Beijing Olympics … and I thought, her parents must be formidable people to have raised such an exemplary human being. so rare in today’s age #EileenGu #OlympicGames
76	-1	Yes China has human rights issues, but they know how to put on a firework show. #China #EileenGu #OlympicGames https://t.co/CfLHovXbPD
77	1	The cute height difference is killing me!!! They are adorable!! Just love their heads together!! #SuYiming #EileenGu #GuAiling https://t.co/eiBr4ur1YU
78	1	The triple medalists:- @ThereseJohaug 🇳🇴 gold medal hat-trick @I_weidemann 🇨🇦 winning gold, silver and bronze in speedskating @AryFonta 🇮🇹 the most decorated Italian athlete in Winter Games history #EileenGu 🇨🇳 first freestyle skier to win three medals at a single #Olympics https://t.co/lP613fGGyF
79	0	@julianku #EileenGu disagrees, so she had to give up her American citizenship, I heard
80	-1	@thomaskaine5 Also disappointed in #EileenGu clearly capable of making the US team but choosing to represent China. She may feel as much chinese as american but if she grew up in China i dont think she would feel the same way as a true female citizen of china. #DrivenByEndorsements
81	1	The Beijing Olympics was freaking incredible ⛷♥️. I'm sad that it's over. #EileenGu was the breakout star as she won 3 medals 🥇🥇🥈 for China 🇨🇳. Congrats to #TeamUSA as well. I'm never going to forget it. #ClosingCeremony #Beijing2022 https://t.co/vErixwE9VH
82	-1	Yes @billmaher I blame #EileenGu as well as @TomCruise, #TopGunMaverick, #JohnCena, @NBA, #LeBronJames, #Google. We have to find out where we got this rule we can’t criticize China, I suspect we got it from China. Because, after all, it’s where we get everything else.” - Maher
83	1	Congrats Eileen Gu on all of your medals!!! #WinterOlympics #EileenGu https://t.co/7H99GqOWJm
84	0	Cold warrior: why #EileenGu ditched Team #USA to ski for #China At the #Beijing #Olympics the superpower rivalry will be played out on the slopes #dsryaft #longform #longreads #WinterOlympics #Beijing2022 #OlympicGames https://t.co/lG9TjVZCvb
85	1	I support #EileenGu for representing China for the Olympic and she doesn’t deserve to be treated like trash by these racist crey crey trumpets out there 👌
86	-1	Eileen Gu —an Anti-American Chinese Communist Sympathizing Sellout! China can keep her! Most Americans wish she’d renounce her American citizenship but she wants the best of both worlds. #EileenGu #Olympics #Traitor #AntiAmerican #CommunistChinese #China #Beijing #BeijingOlympics
87	-1	@DrMuscleChemist @AP It’s all about the Benjamin’s &amp; Yuan for #EileenGu #Traitor
88	-1	@mrsbarday @NBCSports @miketirico @nbc @peacockTV It would have been nice to hear from #EileenGu and ask her to explain her $elling out to China. Representing to young women? Puleeze. There are young women here in the US, too. #Olympics2022
89	-1	Turncoat. #EileenGu
90	1	@eileengu what a talent
91	-1	@eileen_gu_ Chinese Commie Sellout #Traitor #EileenGu
92	-1	@EileenGuCPCNo1 And you are a race card user who’s maxed out.. Enough with tossing around the R word —everyone is over it! #EileenGu is an American Traitor &amp; a Chinese Communist Sellout 🔪🩸🇨🇳💸💸💸
93	1	Eileen Gu shouldn't be forced to 'pick a side' between China and the US. The world should see Eileen Gu as a positive example and model of the convergence of the West and the 'East', someone who can resonate with both cultures and love both countries. #EileenGu https://t.co/f9l0MllTUI
94	-1	@MSNBC @miketirico #EileenGu proudly waves the #Chinese flag knowing that its regime is waging genocide aganst its own #Uyghur citizens. Her being bought and paid for by #China and representing them in the #Olympics is a real coup for them and a slap against the #US. https://t.co/PrkwWzT2Np
95	-1	@Mont_Jiang Because she’s a Chinese communist sellout 🩸🔪💸 #Traitor #EileenGu
96	-1	@Mont_Jiang Commie lover #Sellout #ChineseSellout #Traitor #EileenGu
97	-1	@CGMeifangZhang Worst #OlympicGames #Olympics @Olympics #WinterOlympics #WinterOlympics2022 EVER. The #world is happy it’s over. Bye bye. #china #Europe #Africa #Asia @MFA_China #USA #CheatingChina #Korea #Korean #speedskate #EileenGu #GenocideGames #UyghurGenocide https://t.co/gHdK7ZiqkO
98	1	@AP T R A I T O R #EileenGu
99	-1	@TheDragonFeeder Could have been USA 10 golds and China 7. Don't let #eileengu back into the country. She's a traitor. Leave her there. We don't want her.
100	-1	In which author @ourobororoboruo completely ignores the evidence that #conservative media (&amp; other likeminded Americans on this issue) are most critical of Gu for voluntarily choosing to represent a thuggish and indeed genocidal regime: https://t.co/JpN5UTwmD9 #EileenGu #China
101	-1	@voguemagazine @KimKardashian #EileenGu brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. #StopKowtowingChina https://t.co/KR0eOAQIjp
102	rep	@billmaher #EileenGu brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. #StopKowtowingChina https://t.co/Vhl7RTYixQ
103	-1	Eileen Gu #EileenGu #EileenGuTraitor who is American but competed for the Chinese @china @MFA_China @chinascio is a Traitor. Fuck You Eileen. Your no longer wanted in the USA. #Olympics2022 #Olympics @Oprah @CNN @CNBC @FoxNews @MSNBC @KingJames @nytimes @nypost @NBCNews @BBCWorld
104	0	Today's a good day to bring up the notion of loyalty and patriotism on the anniv of FDR's order to intern Americans of Japnese descent as the loyalty of Americans of Chinese decent are now being questioned because of the decision of #EileenGu
105	1	Haters gonna hate. At least Eileen Gu is young, beautiful &amp; talented, thrives on her confidence &amp; happiness unlike some people who make a living by embittering &amp; insulting others. Awesome &amp; beautiful! #EileenGu Source: https://t.co/FxK7VwZou1 https://t.co/fP5qkV45eO
106	0	Eileen Gu struggles to translate the Chinese food 韭菜盒子 into English! #韭菜盒子 #foodie #sports #China #TikTok #ChineseFood #food #cool #Beijing #WinterOlympics #Chinese #Beijing2020 #EileenGu #GenZ #video #FreestyleSkiing #BayArea https://t.co/tTmRoKtjO0
107	1	Eileen Gu: what food she was eating? #韭菜盒子 #EileenGu #China #TikTok #FreestyleSkiing #Gold #foodie #food #ChineseFood #Chinese #nice #video #sports #Beijing2020 #cool #WinterOlympics2022 #GenZ #fun https://t.co/e3QxNCtJcY
108	-1	@KidRock @billmaher I hope #EileenGu stays in China, she made her choice. If she comes back then she is a huge hypocrite. Stay and enjoy your new country… maybe she will visit the #Uyghurs and help give them a voice. Doubtful #china would let her. #Communism and all.
109	0	Who is Eileen Gu? A Freestyle Skier, Half American half Chinese? https://t.co/cGO7aDUHWG #EileenGu #Beijing2022 #goldmedalist #AmericanEileenGu #gueileen
110	0	#Olympics #ClosingCeremony i want a #dancing #johnnyweir and no #eileengu
111	rep	@johnhawkinsrwn #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/aRndcE7hXX
112	rep	@nytimes #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/R9mhxwYzgw
113	rep	@espn #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/ZPPv7OV9WV
114	rep	@angelicsehun #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/UuF8EUAx11
115	rep	@creamybanana02 #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/QvIBbyWiPU
116	-1	.@MSNBC's @miketirico had a segment on #EileenGu &amp; never asked the question everyone has about her. Why did she take #Chinese money to support a genocidal regime instead of skating for her country? Superficial segment, I know, but that's a big miss. https://t.co/NLY44yBS0Z
117	rep	@alankwtse @NoelCampbell108 @KMaurer2017 @Olympics #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/WQQRCPaFVw
118	rep	@Olympics #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/8Y1ASlke4F
119	rep	@IFENG__official @Olympics @FISfreestyle #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/ZWCU9qfHps
120	rep	@TobaYozo @Olympics @FISfreestyle #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/DtyxQf4mAc
121	rep	@Olympics @FISfreestyle #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/d7vR0XQoQj
122	1	@LivePDDave1 Had you watched, you would have been a piece of wood if you had not teared up when #shaunwhite exited his last Olympic halfpipe run like a King; When #EileenGu realized she had won the gold medal before her third run; when the the four US alpine skiers fourthed MixedTeam Parallel
123	1	😆😆 Big party！🎉🎉🎉#EileenGu ONE WORLD #OlympicGames https://t.co/pOkPt1SJPb
124	0	Hey, #EileenGu Do you know the chained women? @Beijing2022
125	1	@Cian_Ci Will #EileenGu join 😘
126	1	It's not a freaking cake. Recognised it immediately as my fave 韭菜盒子 chive pockets #EileenGu #China #chinese #food #Beijing2022 https://t.co/2WaEM8U2yK
127	0	@KaiserKuo I don’t think #EileenGu is an “Asian-American” anymore https://t.co/uRlsbz58kw
128	1	#EileenGu has now become the new darling of the fashion circle, and the top fashion magazines in China have asked her to be on the cover
129	-1	Few bad tastes bout #olympics #doping mess w. #ROC #FigureSkating #NHL players in🏒&amp; few 🇨🇳bias calls in #speedskate #ShortTrack 😔part is #EileenGu is trending as traitor# cmon?🤦‍♂️be better👍🇺🇸stories @shaunwhite #alexhall #EileenGu #NathanChen @ChloeKim #monobob @ErinJackson480
130	-1	@EileenGuCPCNo1 #China suppresses human rights #HongKong #Tibet #Uiguren, your success pathetic. #USA #IOC #China #EileenGu https://t.co/pQhEsrvYIk
131	-1	So if #EileenGu had competed for United States, then USA would be ahead of China in the medal count tally . Think about it . @TeamUSA make sure you don't train up people who waltz off to represent other countries for money .
132	1	#Athletes ARE enjoying themselves!🤩🥳🥳 fake news &amp; hates can stop, coz people DO feel by their own! World should united instead of yellin’ at each other! That’s Olympics sprit!#China #EileenGu #Beijing2020 #Beijing2022 #BingDwenDwen #ClosingCeremony #Olympic #フィギュアスケート https://t.co/5phLqTFH7A https://t.co/xtqSHLC8IK
133	0	#EileenGu #triumphs in #halfpipe for #third #medal of #WinterOlympics - ⁦@NBCSports⁩ ⁦@AppleNews⁩ ⁦@AppleNewsUK⁩ ⁦@rrabg5⁩ https://t.co/kXT7HRY3jy
134	-1	I can see why ppl are upset about this. Bc its def not fair that China made an exception for #EileenGu in letting her keep her US citizenship when she got her Chinese citizenship. #BeijingWinterOlympics #China #citizenship #dualcitizenship
135	0	International Olympic Committee says Ms Gu acquired Chinese nationality in 2019, China’s Olympic body produced a copy of her Chinese passport. But it’s unclear whether she has renounced her American citizenship, or if China has allowed her not to. — Ah, I see 🇺🇸🇨🇳 #EileenGu
136	-1	@nytimes #usa could have got 28 medals and in top 3, if the likes of #EileenGu could be grateful enough to fight for the country! Challenge is same in #Canada
